"","Date","Value"
"98372651",2017-08-27 08:53:35.575,-16
"98372661",2017-08-27 08:53:35.579,-17
"98372671",2017-08-27 08:53:35.585,-17
"98372681",2017-08-27 08:53:35.589,-18
"98372691",2017-08-27 08:53:35.595,-19
"98372701",2017-08-27 08:53:35.599,-19
"98372711",2017-08-27 08:53:35.605,-18
"98372721",2017-08-27 08:53:35.609,-18
"98372731",2017-08-27 08:53:35.615,-18
"98372741",2017-08-27 08:53:35.619,-17
"98372751",2017-08-27 08:53:35.625,-17
"98372761",2017-08-27 08:53:35.630,-18
"98372771",2017-08-27 08:53:35.634,-18
"98372781",2017-08-27 08:53:35.640,-17
"98372791",2017-08-27 08:53:35.644,-17
"98372801",2017-08-27 08:53:35.650,-17
"98372811",2017-08-27 08:53:35.654,-16
"98372821",2017-08-27 08:53:35.660,-17
"98372831",2017-08-27 08:53:35.664,-17
"98372841",2017-08-27 08:53:35.670,-17
"98372851",2017-08-27 08:53:35.674,-17
"98372861",2017-08-27 08:53:35.680,-17
"98372871",2017-08-27 08:53:35.684,-16
"98372881",2017-08-27 08:53:35.690,-14
"98372891",2017-08-27 08:53:35.694,-12
"98372901",2017-08-27 08:53:35.700,-12
"98372911",2017-08-27 08:53:35.704,-13
"98372921",2017-08-27 08:53:35.710,-14
"98372931",2017-08-27 08:53:35.714,-14
"98372941",2017-08-27 08:53:35.720,-13
"98372951",2017-08-27 08:53:35.724,-12
"98372961",2017-08-27 08:53:35.730,-12
"98372971",2017-08-27 08:53:35.734,-12
"98372981",2017-08-27 08:53:35.740,-13
"98372991",2017-08-27 08:53:35.744,-14
"98373001",2017-08-27 08:53:35.750,-15
"98373011",2017-08-27 08:53:35.755,-13
"98373021",2017-08-27 08:53:35.759,-11
"98373031",2017-08-27 08:53:35.765,-11
"98373041",2017-08-27 08:53:35.769,-11
"98373051",2017-08-27 08:53:35.775,-12
"98373061",2017-08-27 08:53:35.779,-13
"98373071",2017-08-27 08:53:35.785,-14
"98373081",2017-08-27 08:53:35.789,-13
"98373091",2017-08-27 08:53:35.795,-12
"98373101",2017-08-27 08:53:35.799,-12
"98373111",2017-08-27 08:53:35.805,-14
"98373121",2017-08-27 08:53:35.809,-14
"98373131",2017-08-27 08:53:35.815,-13
"98373141",2017-08-27 08:53:35.819,-13
"98373151",2017-08-27 08:53:35.825,-14
"98373161",2017-08-27 08:53:35.829,-14
"98373171",2017-08-27 08:53:35.835,-14
"98373181",2017-08-27 08:53:35.839,-15
"98373191",2017-08-27 08:53:35.845,-15
"98373201",2017-08-27 08:53:35.849,-12
"98373211",2017-08-27 08:53:35.855,-10
"98373221",2017-08-27 08:53:35.859,-10
"98373231",2017-08-27 08:53:35.865,-11
"98373241",2017-08-27 08:53:35.869,-11
"98373251",2017-08-27 08:53:35.875,-11
"98373261",2017-08-27 08:53:35.880,-11
"98373271",2017-08-27 08:53:35.884,-11
"98373281",2017-08-27 08:53:35.890,-12
"98373291",2017-08-27 08:53:35.894,-12
"98373301",2017-08-27 08:53:35.900,-12
"98373311",2017-08-27 08:53:35.904,-11
"98373321",2017-08-27 08:53:35.910,-10
"98373331",2017-08-27 08:53:35.914,-9
"98373341",2017-08-27 08:53:35.920,-10
"98373351",2017-08-27 08:53:35.924,-10
"98373361",2017-08-27 08:53:35.930,-8
"98373371",2017-08-27 08:53:35.934,-10
"98373381",2017-08-27 08:53:35.940,-11
"98373391",2017-08-27 08:53:35.944,-9
"98373401",2017-08-27 08:53:35.950,-8
"98373411",2017-08-27 08:53:35.954,-9
"98373421",2017-08-27 08:53:35.960,-9
"98373431",2017-08-27 08:53:35.964,-8
"98373441",2017-08-27 08:53:35.970,-8
"98373451",2017-08-27 08:53:35.974,-9
"98373461",2017-08-27 08:53:35.980,-9
"98373471",2017-08-27 08:53:35.984,-10
"98373481",2017-08-27 08:53:35.990,-10
"98373491",2017-08-27 08:53:35.994,-9
"98373501",2017-08-27 08:53:36.000,-6
"98373511",2017-08-27 08:53:36.005,-7
"98373521",2017-08-27 08:53:36.009,-9
"98373531",2017-08-27 08:53:36.015,-8
"98373541",2017-08-27 08:53:36.019,-5
"98373551",2017-08-27 08:53:36.025,-4
"98373561",2017-08-27 08:53:36.029,-6
"98373571",2017-08-27 08:53:36.035,-6
"98373581",2017-08-27 08:53:36.039,-6
"98373591",2017-08-27 08:53:36.045,-7
"98373601",2017-08-27 08:53:36.049,-6
"98373611",2017-08-27 08:53:36.055,-5
"98373621",2017-08-27 08:53:36.059,-7
"98373631",2017-08-27 08:53:36.065,-9
"98373641",2017-08-27 08:53:36.069,-8
"98373651",2017-08-27 08:53:36.075,-7
"98373661",2017-08-27 08:53:36.079,-6
"98373671",2017-08-27 08:53:36.085,-5
"98373681",2017-08-27 08:53:36.089,-4
"98373691",2017-08-27 08:53:36.095,-5
"98373701",2017-08-27 08:53:36.099,-7
"98373711",2017-08-27 08:53:36.105,-7
"98373721",2017-08-27 08:53:36.109,-6
"98373731",2017-08-27 08:53:36.115,-5
"98373741",2017-08-27 08:53:36.119,-5
"98373751",2017-08-27 08:53:36.125,-4
"98373761",2017-08-27 08:53:36.130,-4
"98373771",2017-08-27 08:53:36.134,-3
"98373781",2017-08-27 08:53:36.140,-4
"98373791",2017-08-27 08:53:36.144,-6
"98373801",2017-08-27 08:53:36.150,-6
"98373811",2017-08-27 08:53:36.154,-6
"98373821",2017-08-27 08:53:36.160,-6
"98373831",2017-08-27 08:53:36.164,-6
"98373841",2017-08-27 08:53:36.170,-6
"98373851",2017-08-27 08:53:36.174,-5
"98373861",2017-08-27 08:53:36.180,-4
"98373871",2017-08-27 08:53:36.184,-4
"98373881",2017-08-27 08:53:36.190,-5
"98373891",2017-08-27 08:53:36.194,-5
"98373901",2017-08-27 08:53:36.200,-5
"98373911",2017-08-27 08:53:36.204,-6
"98373921",2017-08-27 08:53:36.210,-6
"98373931",2017-08-27 08:53:36.214,-4
"98373941",2017-08-27 08:53:36.220,-3
"98373951",2017-08-27 08:53:36.224,-4
"98373961",2017-08-27 08:53:36.230,-4
"98373971",2017-08-27 08:53:36.234,-3
"98373981",2017-08-27 08:53:36.240,-5
"98373991",2017-08-27 08:53:36.244,-6
"98374001",2017-08-27 08:53:36.250,-4
"98374011",2017-08-27 08:53:36.255,-3
"98374021",2017-08-27 08:53:36.259,-2
"98374031",2017-08-27 08:53:36.265,-2
"98374041",2017-08-27 08:53:36.269,-2
"98374051",2017-08-27 08:53:36.275,-2
"98374061",2017-08-27 08:53:36.279,-1
"98374071",2017-08-27 08:53:36.285,0
"98374081",2017-08-27 08:53:36.289,0
"98374091",2017-08-27 08:53:36.295,3
"98374101",2017-08-27 08:53:36.299,4
"98374111",2017-08-27 08:53:36.305,5
"98374121",2017-08-27 08:53:36.309,5
"98374131",2017-08-27 08:53:36.315,4
"98374141",2017-08-27 08:53:36.319,4
"98374151",2017-08-27 08:53:36.325,4
"98374161",2017-08-27 08:53:36.329,5
"98374171",2017-08-27 08:53:36.335,7
"98374181",2017-08-27 08:53:36.339,5
"98374191",2017-08-27 08:53:36.345,2
"98374201",2017-08-27 08:53:36.349,0
"98374211",2017-08-27 08:53:36.355,-4
"98374221",2017-08-27 08:53:36.359,-7
"98374231",2017-08-27 08:53:36.365,-6
"98374241",2017-08-27 08:53:36.369,-6
"98374251",2017-08-27 08:53:36.375,-8
"98374261",2017-08-27 08:53:36.380,-8
"98374271",2017-08-27 08:53:36.384,-4
"98374281",2017-08-27 08:53:36.390,0
"98374291",2017-08-27 08:53:36.394,10
"98374301",2017-08-27 08:53:36.400,39
"98374311",2017-08-27 08:53:36.404,76
"98374321",2017-08-27 08:53:36.410,95
"98374331",2017-08-27 08:53:36.414,77
"98374341",2017-08-27 08:53:36.420,34
"98374351",2017-08-27 08:53:36.424,0
"98374361",2017-08-27 08:53:36.430,-5
"98374371",2017-08-27 08:53:36.434,3
"98374381",2017-08-27 08:53:36.440,11
"98374391",2017-08-27 08:53:36.444,12
"98374401",2017-08-27 08:53:36.450,11
"98374411",2017-08-27 08:53:36.454,10
"98374421",2017-08-27 08:53:36.460,9
"98374431",2017-08-27 08:53:36.464,9
"98374441",2017-08-27 08:53:36.470,6
"98374451",2017-08-27 08:53:36.474,3
"98374461",2017-08-27 08:53:36.480,3
"98374471",2017-08-27 08:53:36.484,4
"98374481",2017-08-27 08:53:36.490,5
"98374491",2017-08-27 08:53:36.494,6
"98374501",2017-08-27 08:53:36.500,6
"98374511",2017-08-27 08:53:36.505,5
"98374521",2017-08-27 08:53:36.509,5
"98374531",2017-08-27 08:53:36.515,5
"98374541",2017-08-27 08:53:36.519,5
"98374551",2017-08-27 08:53:36.525,5
"98374561",2017-08-27 08:53:36.529,7
"98374571",2017-08-27 08:53:36.535,8
"98374581",2017-08-27 08:53:36.539,9
"98374591",2017-08-27 08:53:36.545,9
"98374601",2017-08-27 08:53:36.549,8
"98374611",2017-08-27 08:53:36.555,9
"98374621",2017-08-27 08:53:36.559,10
"98374631",2017-08-27 08:53:36.565,9
"98374641",2017-08-27 08:53:36.569,10
"98374651",2017-08-27 08:53:36.575,14
"98374661",2017-08-27 08:53:36.579,16
"98374671",2017-08-27 08:53:36.585,15
"98374681",2017-08-27 08:53:36.589,15
"98374691",2017-08-27 08:53:36.595,18
"98374701",2017-08-27 08:53:36.599,21
"98374711",2017-08-27 08:53:36.605,21
"98374721",2017-08-27 08:53:36.609,22
"98374731",2017-08-27 08:53:36.615,24
"98374741",2017-08-27 08:53:36.619,25
"98374751",2017-08-27 08:53:36.625,27
"98374761",2017-08-27 08:53:36.630,29
"98374771",2017-08-27 08:53:36.634,30
"98374781",2017-08-27 08:53:36.640,32
"98374791",2017-08-27 08:53:36.644,32
"98374801",2017-08-27 08:53:36.650,34
"98374811",2017-08-27 08:53:36.654,35
"98374821",2017-08-27 08:53:36.660,35
"98374831",2017-08-27 08:53:36.664,33
"98374841",2017-08-27 08:53:36.670,32
"98374851",2017-08-27 08:53:36.674,30
"98374861",2017-08-27 08:53:36.680,27
"98374871",2017-08-27 08:53:36.684,24
"98374881",2017-08-27 08:53:36.690,20
"98374891",2017-08-27 08:53:36.694,14
"98374901",2017-08-27 08:53:36.700,8
"98374911",2017-08-27 08:53:36.704,4
"98374921",2017-08-27 08:53:36.710,1
"98374931",2017-08-27 08:53:36.714,-2
"98374941",2017-08-27 08:53:36.720,-5
"98374951",2017-08-27 08:53:36.724,-7
"98374961",2017-08-27 08:53:36.730,-9
"98374971",2017-08-27 08:53:36.734,-11
"98374981",2017-08-27 08:53:36.740,-14
"98374991",2017-08-27 08:53:36.744,-15
"98375001",2017-08-27 08:53:36.750,-15
"98375011",2017-08-27 08:53:36.755,-14
"98375021",2017-08-27 08:53:36.759,-15
"98375031",2017-08-27 08:53:36.765,-15
"98375041",2017-08-27 08:53:36.769,-14
"98375051",2017-08-27 08:53:36.775,-16
"98375061",2017-08-27 08:53:36.779,-17
"98375071",2017-08-27 08:53:36.785,-15
"98375081",2017-08-27 08:53:36.789,-15
"98375091",2017-08-27 08:53:36.795,-15
"98375101",2017-08-27 08:53:36.799,-15
"98375111",2017-08-27 08:53:36.805,-15
"98375121",2017-08-27 08:53:36.809,-13
"98375131",2017-08-27 08:53:36.815,-12
"98375141",2017-08-27 08:53:36.819,-14
"98375151",2017-08-27 08:53:36.825,-13
"98375161",2017-08-27 08:53:36.829,-11
"98375171",2017-08-27 08:53:36.835,-10
"98375181",2017-08-27 08:53:36.839,-11
"98375191",2017-08-27 08:53:36.845,-9
"98375201",2017-08-27 08:53:36.849,-9
"98375211",2017-08-27 08:53:36.855,-10
"98375221",2017-08-27 08:53:36.859,-12
"98375231",2017-08-27 08:53:36.865,-13
"98375241",2017-08-27 08:53:36.869,-13
"98375251",2017-08-27 08:53:36.875,-12
"98375261",2017-08-27 08:53:36.880,-11
"98375271",2017-08-27 08:53:36.884,-10
"98375281",2017-08-27 08:53:36.890,-10
"98375291",2017-08-27 08:53:36.894,-10
"98375301",2017-08-27 08:53:36.900,-10
"98375311",2017-08-27 08:53:36.904,-9
"98375321",2017-08-27 08:53:36.910,-8
"98375331",2017-08-27 08:53:36.914,-8
"98375341",2017-08-27 08:53:36.920,-9
"98375351",2017-08-27 08:53:36.924,-10
"98375361",2017-08-27 08:53:36.930,-10
"98375371",2017-08-27 08:53:36.934,-8
"98375381",2017-08-27 08:53:36.940,-8
"98375391",2017-08-27 08:53:36.944,-8
"98375401",2017-08-27 08:53:36.950,-10
"98375411",2017-08-27 08:53:36.954,-11
"98375421",2017-08-27 08:53:36.960,-11
"98375431",2017-08-27 08:53:36.964,-10
"98375441",2017-08-27 08:53:36.970,-9
"98375451",2017-08-27 08:53:36.974,-8
"98375461",2017-08-27 08:53:36.980,-9
"98375471",2017-08-27 08:53:36.984,-10
"98375481",2017-08-27 08:53:36.990,-10
"98375491",2017-08-27 08:53:36.994,-9
"98375501",2017-08-27 08:53:37.000,-7
"98375511",2017-08-27 08:53:37.005,-6
"98375521",2017-08-27 08:53:37.009,-8
"98375531",2017-08-27 08:53:37.015,-10
"98375541",2017-08-27 08:53:37.019,-9
"98375551",2017-08-27 08:53:37.025,-8
"98375561",2017-08-27 08:53:37.029,-7
"98375571",2017-08-27 08:53:37.035,-7
"98375581",2017-08-27 08:53:37.039,-8
"98375591",2017-08-27 08:53:37.045,-8
"98375601",2017-08-27 08:53:37.049,-7
"98375611",2017-08-27 08:53:37.055,-7
"98375621",2017-08-27 08:53:37.059,-7
"98375631",2017-08-27 08:53:37.065,-7
"98375641",2017-08-27 08:53:37.069,-8
"98375651",2017-08-27 08:53:37.075,-10
"98375661",2017-08-27 08:53:37.079,-10
"98375671",2017-08-27 08:53:37.085,-9
"98375681",2017-08-27 08:53:37.089,-8
"98375691",2017-08-27 08:53:37.095,-6
"98375701",2017-08-27 08:53:37.099,-7
"98375711",2017-08-27 08:53:37.105,-7
"98375721",2017-08-27 08:53:37.109,-5
"98375731",2017-08-27 08:53:37.115,-5
"98375741",2017-08-27 08:53:37.119,-7
"98375751",2017-08-27 08:53:37.125,-5
"98375761",2017-08-27 08:53:37.130,-4
"98375771",2017-08-27 08:53:37.134,-5
"98375781",2017-08-27 08:53:37.140,-6
"98375791",2017-08-27 08:53:37.144,-6
"98375801",2017-08-27 08:53:37.150,-7
"98375811",2017-08-27 08:53:37.154,-7
"98375821",2017-08-27 08:53:37.160,-6
"98375831",2017-08-27 08:53:37.164,-5
"98375841",2017-08-27 08:53:37.170,-5
"98375851",2017-08-27 08:53:37.174,-4
"98375861",2017-08-27 08:53:37.180,-4
"98375871",2017-08-27 08:53:37.184,-5
"98375881",2017-08-27 08:53:37.190,-6
"98375891",2017-08-27 08:53:37.194,-4
"98375901",2017-08-27 08:53:37.200,-3
"98375911",2017-08-27 08:53:37.204,-3
"98375921",2017-08-27 08:53:37.210,-5
"98375931",2017-08-27 08:53:37.214,-6
"98375941",2017-08-27 08:53:37.220,-4
"98375951",2017-08-27 08:53:37.224,-3
"98375961",2017-08-27 08:53:37.230,-3
"98375971",2017-08-27 08:53:37.234,-4
"98375981",2017-08-27 08:53:37.240,-5
"98375991",2017-08-27 08:53:37.244,-4
"98376001",2017-08-27 08:53:37.250,-4
"98376011",2017-08-27 08:53:37.255,-5
"98376021",2017-08-27 08:53:37.259,-5
"98376031",2017-08-27 08:53:37.265,-4
"98376041",2017-08-27 08:53:37.269,-5
"98376051",2017-08-27 08:53:37.275,-4
"98376061",2017-08-27 08:53:37.279,-3
"98376071",2017-08-27 08:53:37.285,-2
"98376081",2017-08-27 08:53:37.289,-1
"98376091",2017-08-27 08:53:37.295,0
"98376101",2017-08-27 08:53:37.299,0
"98376111",2017-08-27 08:53:37.305,0
"98376121",2017-08-27 08:53:37.309,0
"98376131",2017-08-27 08:53:37.315,1
"98376141",2017-08-27 08:53:37.319,1
"98376151",2017-08-27 08:53:37.325,1
"98376161",2017-08-27 08:53:37.329,3
"98376171",2017-08-27 08:53:37.335,4
"98376181",2017-08-27 08:53:37.339,6
"98376191",2017-08-27 08:53:37.345,5
"98376201",2017-08-27 08:53:37.349,2
"98376211",2017-08-27 08:53:37.355,-1
"98376221",2017-08-27 08:53:37.359,-2
"98376231",2017-08-27 08:53:37.365,-4
"98376241",2017-08-27 08:53:37.369,-6
"98376251",2017-08-27 08:53:37.375,-6
"98376261",2017-08-27 08:53:37.380,-5
"98376271",2017-08-27 08:53:37.384,-4
"98376281",2017-08-27 08:53:37.390,-5
"98376291",2017-08-27 08:53:37.394,-6
"98376301",2017-08-27 08:53:37.400,-3
"98376311",2017-08-27 08:53:37.404,9
"98376321",2017-08-27 08:53:37.410,37
"98376331",2017-08-27 08:53:37.414,74
"98376341",2017-08-27 08:53:37.420,97
"98376351",2017-08-27 08:53:37.424,83
"98376361",2017-08-27 08:53:37.430,37
"98376371",2017-08-27 08:53:37.434,-2
"98376381",2017-08-27 08:53:37.440,-10
"98376391",2017-08-27 08:53:37.444,-1
"98376401",2017-08-27 08:53:37.450,8
"98376411",2017-08-27 08:53:37.454,12
"98376421",2017-08-27 08:53:37.460,11
"98376431",2017-08-27 08:53:37.464,10
"98376441",2017-08-27 08:53:37.470,11
"98376451",2017-08-27 08:53:37.474,11
"98376461",2017-08-27 08:53:37.480,7
"98376471",2017-08-27 08:53:37.484,5
"98376481",2017-08-27 08:53:37.490,6
"98376491",2017-08-27 08:53:37.494,6
"98376501",2017-08-27 08:53:37.500,4
"98376511",2017-08-27 08:53:37.505,4
"98376521",2017-08-27 08:53:37.509,6
"98376531",2017-08-27 08:53:37.515,6
"98376541",2017-08-27 08:53:37.519,5
"98376551",2017-08-27 08:53:37.525,7
"98376561",2017-08-27 08:53:37.529,8
"98376571",2017-08-27 08:53:37.535,9
"98376581",2017-08-27 08:53:37.539,8
"98376591",2017-08-27 08:53:37.545,7
"98376601",2017-08-27 08:53:37.549,7
"98376611",2017-08-27 08:53:37.555,8
"98376621",2017-08-27 08:53:37.559,11
"98376631",2017-08-27 08:53:37.565,13
"98376641",2017-08-27 08:53:37.569,14
"98376651",2017-08-27 08:53:37.575,13
"98376661",2017-08-27 08:53:37.579,14
"98376671",2017-08-27 08:53:37.585,15
"98376681",2017-08-27 08:53:37.589,14
"98376691",2017-08-27 08:53:37.595,16
"98376701",2017-08-27 08:53:37.599,19
"98376711",2017-08-27 08:53:37.605,20
"98376721",2017-08-27 08:53:37.609,20
"98376731",2017-08-27 08:53:37.615,21
"98376741",2017-08-27 08:53:37.619,24
"98376751",2017-08-27 08:53:37.625,25
"98376761",2017-08-27 08:53:37.630,29
"98376771",2017-08-27 08:53:37.634,31
"98376781",2017-08-27 08:53:37.640,30
"98376791",2017-08-27 08:53:37.644,32
"98376801",2017-08-27 08:53:37.650,38
"98376811",2017-08-27 08:53:37.654,40
"98376821",2017-08-27 08:53:37.660,39
"98376831",2017-08-27 08:53:37.664,39
"98376841",2017-08-27 08:53:37.670,39
"98376851",2017-08-27 08:53:37.674,36
"98376861",2017-08-27 08:53:37.680,34
"98376871",2017-08-27 08:53:37.684,33
"98376881",2017-08-27 08:53:37.690,31
"98376891",2017-08-27 08:53:37.694,26
"98376901",2017-08-27 08:53:37.700,21
"98376911",2017-08-27 08:53:37.704,17
"98376921",2017-08-27 08:53:37.710,12
"98376931",2017-08-27 08:53:37.714,5
"98376941",2017-08-27 08:53:37.720,0
"98376951",2017-08-27 08:53:37.724,-4
"98376961",2017-08-27 08:53:37.730,-8
"98376971",2017-08-27 08:53:37.734,-11
"98376981",2017-08-27 08:53:37.740,-12
"98376991",2017-08-27 08:53:37.744,-13
"98377001",2017-08-27 08:53:37.750,-16
"98377011",2017-08-27 08:53:37.755,-18
"98377021",2017-08-27 08:53:37.759,-19
"98377031",2017-08-27 08:53:37.765,-19
"98377041",2017-08-27 08:53:37.769,-18
"98377051",2017-08-27 08:53:37.775,-17
"98377061",2017-08-27 08:53:37.779,-18
"98377071",2017-08-27 08:53:37.785,-19
"98377081",2017-08-27 08:53:37.789,-19
"98377091",2017-08-27 08:53:37.795,-20
"98377101",2017-08-27 08:53:37.799,-20
"98377111",2017-08-27 08:53:37.805,-18
"98377121",2017-08-27 08:53:37.809,-19
"98377131",2017-08-27 08:53:37.815,-19
"98377141",2017-08-27 08:53:37.819,-18
"98377151",2017-08-27 08:53:37.825,-17
"98377161",2017-08-27 08:53:37.829,-17
"98377171",2017-08-27 08:53:37.835,-16
"98377181",2017-08-27 08:53:37.839,-16
"98377191",2017-08-27 08:53:37.845,-18
"98377201",2017-08-27 08:53:37.849,-17
"98377211",2017-08-27 08:53:37.855,-15
"98377221",2017-08-27 08:53:37.859,-15
"98377231",2017-08-27 08:53:37.865,-16
"98377241",2017-08-27 08:53:37.869,-17
"98377251",2017-08-27 08:53:37.875,-15
"98377261",2017-08-27 08:53:37.880,-15
"98377271",2017-08-27 08:53:37.884,-15
"98377281",2017-08-27 08:53:37.890,-14
"98377291",2017-08-27 08:53:37.894,-12
"98377301",2017-08-27 08:53:37.900,-12
"98377311",2017-08-27 08:53:37.904,-12
"98377321",2017-08-27 08:53:37.910,-13
"98377331",2017-08-27 08:53:37.914,-14
"98377341",2017-08-27 08:53:37.920,-13
"98377351",2017-08-27 08:53:37.924,-12
"98377361",2017-08-27 08:53:37.930,-12
"98377371",2017-08-27 08:53:37.934,-11
"98377381",2017-08-27 08:53:37.940,-12
"98377391",2017-08-27 08:53:37.944,-12
"98377401",2017-08-27 08:53:37.950,-12
"98377411",2017-08-27 08:53:37.954,-13
"98377421",2017-08-27 08:53:37.960,-13
"98377431",2017-08-27 08:53:37.964,-11
"98377441",2017-08-27 08:53:37.970,-10
"98377451",2017-08-27 08:53:37.974,-12
"98377461",2017-08-27 08:53:37.980,-13
"98377471",2017-08-27 08:53:37.984,-12
"98377481",2017-08-27 08:53:37.990,-12
"98377491",2017-08-27 08:53:37.994,-12
"98377501",2017-08-27 08:53:38.000,-12
"98377511",2017-08-27 08:53:38.005,-13
"98377521",2017-08-27 08:53:38.009,-11
"98377531",2017-08-27 08:53:38.015,-11
"98377541",2017-08-27 08:53:38.019,-12
"98377551",2017-08-27 08:53:38.025,-12
"98377561",2017-08-27 08:53:38.029,-11
"98377571",2017-08-27 08:53:38.035,-10
"98377581",2017-08-27 08:53:38.039,-10
"98377591",2017-08-27 08:53:38.045,-11
"98377601",2017-08-27 08:53:38.049,-11
"98377611",2017-08-27 08:53:38.055,-11
"98377621",2017-08-27 08:53:38.059,-10
"98377631",2017-08-27 08:53:38.065,-10
"98377641",2017-08-27 08:53:38.069,-10
"98377651",2017-08-27 08:53:38.075,-12
"98377661",2017-08-27 08:53:38.079,-13
"98377671",2017-08-27 08:53:38.085,-11
"98377681",2017-08-27 08:53:38.089,-11
"98377691",2017-08-27 08:53:38.095,-10
"98377701",2017-08-27 08:53:38.099,-10
"98377711",2017-08-27 08:53:38.105,-9
"98377721",2017-08-27 08:53:38.109,-9
"98377731",2017-08-27 08:53:38.115,-12
"98377741",2017-08-27 08:53:38.119,-13
"98377751",2017-08-27 08:53:38.125,-11
"98377761",2017-08-27 08:53:38.130,-10
"98377771",2017-08-27 08:53:38.134,-11
"98377781",2017-08-27 08:53:38.140,-10
"98377791",2017-08-27 08:53:38.144,-9
"98377801",2017-08-27 08:53:38.150,-10
"98377811",2017-08-27 08:53:38.154,-10
"98377821",2017-08-27 08:53:38.160,-11
"98377831",2017-08-27 08:53:38.164,-11
"98377841",2017-08-27 08:53:38.170,-10
"98377851",2017-08-27 08:53:38.174,-8
"98377861",2017-08-27 08:53:38.180,-8
"98377871",2017-08-27 08:53:38.184,-9
"98377881",2017-08-27 08:53:38.190,-10
"98377891",2017-08-27 08:53:38.194,-9
"98377901",2017-08-27 08:53:38.200,-8
"98377911",2017-08-27 08:53:38.204,-9
"98377921",2017-08-27 08:53:38.210,-9
"98377931",2017-08-27 08:53:38.214,-9
"98377941",2017-08-27 08:53:38.220,-10
"98377951",2017-08-27 08:53:38.224,-10
"98377961",2017-08-27 08:53:38.230,-9
"98377971",2017-08-27 08:53:38.234,-9
"98377981",2017-08-27 08:53:38.240,-9
"98377991",2017-08-27 08:53:38.244,-8
"98378001",2017-08-27 08:53:38.250,-7
"98378011",2017-08-27 08:53:38.255,-8
"98378021",2017-08-27 08:53:38.259,-7
"98378031",2017-08-27 08:53:38.265,-5
"98378041",2017-08-27 08:53:38.269,-7
"98378051",2017-08-27 08:53:38.275,-9
"98378061",2017-08-27 08:53:38.279,-8
"98378071",2017-08-27 08:53:38.285,-7
"98378081",2017-08-27 08:53:38.289,-9
"98378091",2017-08-27 08:53:38.295,-9
"98378101",2017-08-27 08:53:38.299,-8
"98378111",2017-08-27 08:53:38.305,-7
"98378121",2017-08-27 08:53:38.309,-5
"98378131",2017-08-27 08:53:38.315,-5
"98378141",2017-08-27 08:53:38.319,-4
"98378151",2017-08-27 08:53:38.325,-4
"98378161",2017-08-27 08:53:38.329,-3
"98378171",2017-08-27 08:53:38.335,-1
"98378181",2017-08-27 08:53:38.339,0
"98378191",2017-08-27 08:53:38.345,0
"98378201",2017-08-27 08:53:38.349,0
"98378211",2017-08-27 08:53:38.355,2
"98378221",2017-08-27 08:53:38.359,1
"98378231",2017-08-27 08:53:38.365,0
"98378241",2017-08-27 08:53:38.369,0
"98378251",2017-08-27 08:53:38.375,-2
