"","Date","Value"
"98353901",2017-08-27 08:53:26.200,28
"98353911",2017-08-27 08:53:26.204,28
"98353921",2017-08-27 08:53:26.210,29
"98353931",2017-08-27 08:53:26.214,32
"98353941",2017-08-27 08:53:26.220,32
"98353951",2017-08-27 08:53:26.224,32
"98353961",2017-08-27 08:53:26.230,34
"98353971",2017-08-27 08:53:26.234,33
"98353981",2017-08-27 08:53:26.240,32
"98353991",2017-08-27 08:53:26.244,30
"98354001",2017-08-27 08:53:26.250,29
"98354011",2017-08-27 08:53:26.255,27
"98354021",2017-08-27 08:53:26.259,23
"98354031",2017-08-27 08:53:26.265,18
"98354041",2017-08-27 08:53:26.269,13
"98354051",2017-08-27 08:53:26.275,8
"98354061",2017-08-27 08:53:26.279,4
"98354071",2017-08-27 08:53:26.285,0
"98354081",2017-08-27 08:53:26.289,-2
"98354091",2017-08-27 08:53:26.295,-5
"98354101",2017-08-27 08:53:26.299,-10
"98354111",2017-08-27 08:53:26.305,-14
"98354121",2017-08-27 08:53:26.309,-15
"98354131",2017-08-27 08:53:26.315,-14
"98354141",2017-08-27 08:53:26.319,-16
"98354151",2017-08-27 08:53:26.325,-17
"98354161",2017-08-27 08:53:26.329,-17
"98354171",2017-08-27 08:53:26.335,-17
"98354181",2017-08-27 08:53:26.339,-18
"98354191",2017-08-27 08:53:26.345,-18
"98354201",2017-08-27 08:53:26.349,-17
"98354211",2017-08-27 08:53:26.355,-16
"98354221",2017-08-27 08:53:26.359,-17
"98354231",2017-08-27 08:53:26.365,-17
"98354241",2017-08-27 08:53:26.369,-17
"98354251",2017-08-27 08:53:26.375,-18
"98354261",2017-08-27 08:53:26.380,-18
"98354271",2017-08-27 08:53:26.384,-16
"98354281",2017-08-27 08:53:26.390,-15
"98354291",2017-08-27 08:53:26.394,-16
"98354301",2017-08-27 08:53:26.400,-16
"98354311",2017-08-27 08:53:26.404,-15
"98354321",2017-08-27 08:53:26.410,-14
"98354331",2017-08-27 08:53:26.414,-14
"98354341",2017-08-27 08:53:26.420,-13
"98354351",2017-08-27 08:53:26.424,-13
"98354361",2017-08-27 08:53:26.430,-14
"98354371",2017-08-27 08:53:26.434,-15
"98354381",2017-08-27 08:53:26.440,-13
"98354391",2017-08-27 08:53:26.444,-13
"98354401",2017-08-27 08:53:26.450,-14
"98354411",2017-08-27 08:53:26.454,-14
"98354421",2017-08-27 08:53:26.460,-12
"98354431",2017-08-27 08:53:26.464,-12
"98354441",2017-08-27 08:53:26.470,-13
"98354451",2017-08-27 08:53:26.474,-13
"98354461",2017-08-27 08:53:26.480,-13
"98354471",2017-08-27 08:53:26.484,-12
"98354481",2017-08-27 08:53:26.490,-10
"98354491",2017-08-27 08:53:26.494,-10
"98354501",2017-08-27 08:53:26.500,-11
"98354511",2017-08-27 08:53:26.505,-11
"98354521",2017-08-27 08:53:26.509,-12
"98354531",2017-08-27 08:53:26.515,-13
"98354541",2017-08-27 08:53:26.519,-12
"98354551",2017-08-27 08:53:26.525,-10
"98354561",2017-08-27 08:53:26.529,-11
"98354571",2017-08-27 08:53:26.535,-12
"98354581",2017-08-27 08:53:26.539,-12
"98354591",2017-08-27 08:53:26.545,-11
"98354601",2017-08-27 08:53:26.549,-11
"98354611",2017-08-27 08:53:26.555,-12
"98354621",2017-08-27 08:53:26.559,-13
"98354631",2017-08-27 08:53:26.565,-12
"98354641",2017-08-27 08:53:26.569,-12
"98354651",2017-08-27 08:53:26.575,-11
"98354661",2017-08-27 08:53:26.579,-11
"98354671",2017-08-27 08:53:26.585,-11
"98354681",2017-08-27 08:53:26.589,-10
"98354691",2017-08-27 08:53:26.595,-8
"98354701",2017-08-27 08:53:26.599,-9
"98354711",2017-08-27 08:53:26.605,-10
"98354721",2017-08-27 08:53:26.609,-10
"98354731",2017-08-27 08:53:26.615,-10
"98354741",2017-08-27 08:53:26.619,-10
"98354751",2017-08-27 08:53:26.625,-10
"98354761",2017-08-27 08:53:26.630,-11
"98354771",2017-08-27 08:53:26.634,-11
"98354781",2017-08-27 08:53:26.640,-9
"98354791",2017-08-27 08:53:26.644,-7
"98354801",2017-08-27 08:53:26.650,-9
"98354811",2017-08-27 08:53:26.654,-9
"98354821",2017-08-27 08:53:26.660,-9
"98354831",2017-08-27 08:53:26.664,-8
"98354841",2017-08-27 08:53:26.670,-7
"98354851",2017-08-27 08:53:26.674,-8
"98354861",2017-08-27 08:53:26.680,-9
"98354871",2017-08-27 08:53:26.684,-9
"98354881",2017-08-27 08:53:26.690,-8
"98354891",2017-08-27 08:53:26.694,-7
"98354901",2017-08-27 08:53:26.700,-7
"98354911",2017-08-27 08:53:26.704,-8
"98354921",2017-08-27 08:53:26.710,-8
"98354931",2017-08-27 08:53:26.714,-8
"98354941",2017-08-27 08:53:26.720,-8
"98354951",2017-08-27 08:53:26.724,-9
"98354961",2017-08-27 08:53:26.730,-9
"98354971",2017-08-27 08:53:26.734,-7
"98354981",2017-08-27 08:53:26.740,-6
"98354991",2017-08-27 08:53:26.744,-7
"98355001",2017-08-27 08:53:26.750,-7
"98355011",2017-08-27 08:53:26.755,-6
"98355021",2017-08-27 08:53:26.759,-5
"98355031",2017-08-27 08:53:26.765,-5
"98355041",2017-08-27 08:53:26.769,-7
"98355051",2017-08-27 08:53:26.775,-7
"98355061",2017-08-27 08:53:26.779,-7
"98355071",2017-08-27 08:53:26.785,-6
"98355081",2017-08-27 08:53:26.789,-7
"98355091",2017-08-27 08:53:26.795,-7
"98355101",2017-08-27 08:53:26.799,-8
"98355111",2017-08-27 08:53:26.805,-8
"98355121",2017-08-27 08:53:26.809,-7
"98355131",2017-08-27 08:53:26.815,-6
"98355141",2017-08-27 08:53:26.819,-4
"98355151",2017-08-27 08:53:26.825,-4
"98355161",2017-08-27 08:53:26.829,-6
"98355171",2017-08-27 08:53:26.835,-6
"98355181",2017-08-27 08:53:26.839,-6
"98355191",2017-08-27 08:53:26.845,-5
"98355201",2017-08-27 08:53:26.849,-5
"98355211",2017-08-27 08:53:26.855,-4
"98355221",2017-08-27 08:53:26.859,-4
"98355231",2017-08-27 08:53:26.865,-3
"98355241",2017-08-27 08:53:26.869,-4
"98355251",2017-08-27 08:53:26.875,-6
"98355261",2017-08-27 08:53:26.880,-7
"98355271",2017-08-27 08:53:26.884,-6
"98355281",2017-08-27 08:53:26.890,-6
"98355291",2017-08-27 08:53:26.894,-3
"98355301",2017-08-27 08:53:26.900,-2
"98355311",2017-08-27 08:53:26.904,0
"98355321",2017-08-27 08:53:26.910,2
"98355331",2017-08-27 08:53:26.914,1
"98355341",2017-08-27 08:53:26.920,0
"98355351",2017-08-27 08:53:26.924,1
"98355361",2017-08-27 08:53:26.930,5
"98355371",2017-08-27 08:53:26.934,6
"98355381",2017-08-27 08:53:26.940,5
"98355391",2017-08-27 08:53:26.944,4
"98355401",2017-08-27 08:53:26.950,3
"98355411",2017-08-27 08:53:26.954,3
"98355421",2017-08-27 08:53:26.960,3
"98355431",2017-08-27 08:53:26.964,2
"98355441",2017-08-27 08:53:26.970,0
"98355451",2017-08-27 08:53:26.974,-2
"98355461",2017-08-27 08:53:26.980,-5
"98355471",2017-08-27 08:53:26.984,-7
"98355481",2017-08-27 08:53:26.990,-7
"98355491",2017-08-27 08:53:26.994,-7
"98355501",2017-08-27 08:53:27.000,-8
"98355511",2017-08-27 08:53:27.005,-8
"98355521",2017-08-27 08:53:27.009,-4
"98355531",2017-08-27 08:53:27.015,8
"98355541",2017-08-27 08:53:27.019,40
"98355551",2017-08-27 08:53:27.025,77
"98355561",2017-08-27 08:53:27.029,95
"98355571",2017-08-27 08:53:27.035,77
"98355581",2017-08-27 08:53:27.039,33
"98355591",2017-08-27 08:53:27.045,-1
"98355601",2017-08-27 08:53:27.049,-5
"98355611",2017-08-27 08:53:27.055,5
"98355621",2017-08-27 08:53:27.059,13
"98355631",2017-08-27 08:53:27.065,12
"98355641",2017-08-27 08:53:27.069,11
"98355651",2017-08-27 08:53:27.075,10
"98355661",2017-08-27 08:53:27.079,10
"98355671",2017-08-27 08:53:27.085,9
"98355681",2017-08-27 08:53:27.089,8
"98355691",2017-08-27 08:53:27.095,7
"98355701",2017-08-27 08:53:27.099,6
"98355711",2017-08-27 08:53:27.105,6
"98355721",2017-08-27 08:53:27.109,6
"98355731",2017-08-27 08:53:27.115,5
"98355741",2017-08-27 08:53:27.119,6
"98355751",2017-08-27 08:53:27.125,7
"98355761",2017-08-27 08:53:27.130,6
"98355771",2017-08-27 08:53:27.134,7
"98355781",2017-08-27 08:53:27.140,8
"98355791",2017-08-27 08:53:27.144,9
"98355801",2017-08-27 08:53:27.150,8
"98355811",2017-08-27 08:53:27.154,9
"98355821",2017-08-27 08:53:27.160,9
"98355831",2017-08-27 08:53:27.164,8
"98355841",2017-08-27 08:53:27.170,10
"98355851",2017-08-27 08:53:27.174,12
"98355861",2017-08-27 08:53:27.180,12
"98355871",2017-08-27 08:53:27.184,11
"98355881",2017-08-27 08:53:27.190,12
"98355891",2017-08-27 08:53:27.194,14
"98355901",2017-08-27 08:53:27.200,16
"98355911",2017-08-27 08:53:27.204,17
"98355921",2017-08-27 08:53:27.210,18
"98355931",2017-08-27 08:53:27.214,20
"98355941",2017-08-27 08:53:27.220,22
"98355951",2017-08-27 08:53:27.224,22
"98355961",2017-08-27 08:53:27.230,23
"98355971",2017-08-27 08:53:27.234,25
"98355981",2017-08-27 08:53:27.240,27
"98355991",2017-08-27 08:53:27.244,28
"98356001",2017-08-27 08:53:27.250,31
"98356011",2017-08-27 08:53:27.255,33
"98356021",2017-08-27 08:53:27.259,35
"98356031",2017-08-27 08:53:27.265,36
"98356041",2017-08-27 08:53:27.269,36
"98356051",2017-08-27 08:53:27.275,33
"98356061",2017-08-27 08:53:27.279,31
"98356071",2017-08-27 08:53:27.285,32
"98356081",2017-08-27 08:53:27.289,35
"98356091",2017-08-27 08:53:27.295,32
"98356101",2017-08-27 08:53:27.299,25
"98356111",2017-08-27 08:53:27.305,19
"98356121",2017-08-27 08:53:27.309,17
"98356131",2017-08-27 08:53:27.315,12
"98356141",2017-08-27 08:53:27.319,5
"98356151",2017-08-27 08:53:27.325,0
"98356161",2017-08-27 08:53:27.329,-3
"98356171",2017-08-27 08:53:27.335,-7
"98356181",2017-08-27 08:53:27.339,-11
"98356191",2017-08-27 08:53:27.345,-11
"98356201",2017-08-27 08:53:27.349,-12
"98356211",2017-08-27 08:53:27.355,-13
"98356221",2017-08-27 08:53:27.359,-15
"98356231",2017-08-27 08:53:27.365,-16
"98356241",2017-08-27 08:53:27.369,-18
"98356251",2017-08-27 08:53:27.375,-16
"98356261",2017-08-27 08:53:27.380,-15
"98356271",2017-08-27 08:53:27.384,-14
"98356281",2017-08-27 08:53:27.390,-15
"98356291",2017-08-27 08:53:27.394,-17
"98356301",2017-08-27 08:53:27.400,-17
"98356311",2017-08-27 08:53:27.404,-14
"98356321",2017-08-27 08:53:27.410,-12
"98356331",2017-08-27 08:53:27.414,-12
"98356341",2017-08-27 08:53:27.420,-13
"98356351",2017-08-27 08:53:27.424,-14
"98356361",2017-08-27 08:53:27.430,-13
"98356371",2017-08-27 08:53:27.434,-13
"98356381",2017-08-27 08:53:27.440,-13
"98356391",2017-08-27 08:53:27.444,-12
"98356401",2017-08-27 08:53:27.450,-12
"98356411",2017-08-27 08:53:27.454,-12
"98356421",2017-08-27 08:53:27.460,-12
"98356431",2017-08-27 08:53:27.464,-12
"98356441",2017-08-27 08:53:27.470,-12
"98356451",2017-08-27 08:53:27.474,-11
"98356461",2017-08-27 08:53:27.480,-10
"98356471",2017-08-27 08:53:27.484,-9
"98356481",2017-08-27 08:53:27.490,-9
"98356491",2017-08-27 08:53:27.494,-9
"98356501",2017-08-27 08:53:27.500,-9
"98356511",2017-08-27 08:53:27.505,-8
"98356521",2017-08-27 08:53:27.509,-10
"98356531",2017-08-27 08:53:27.515,-9
"98356541",2017-08-27 08:53:27.519,-9
"98356551",2017-08-27 08:53:27.525,-10
"98356561",2017-08-27 08:53:27.529,-11
"98356571",2017-08-27 08:53:27.535,-10
"98356581",2017-08-27 08:53:27.539,-10
"98356591",2017-08-27 08:53:27.545,-9
"98356601",2017-08-27 08:53:27.549,-9
"98356611",2017-08-27 08:53:27.555,-9
"98356621",2017-08-27 08:53:27.559,-8
"98356631",2017-08-27 08:53:27.565,-8
"98356641",2017-08-27 08:53:27.569,-8
"98356651",2017-08-27 08:53:27.575,-8
"98356661",2017-08-27 08:53:27.579,-9
"98356671",2017-08-27 08:53:27.585,-11
"98356681",2017-08-27 08:53:27.589,-11
"98356691",2017-08-27 08:53:27.595,-9
"98356701",2017-08-27 08:53:27.599,-9
"98356711",2017-08-27 08:53:27.605,-8
"98356721",2017-08-27 08:53:27.609,-8
"98356731",2017-08-27 08:53:27.615,-8
"98356741",2017-08-27 08:53:27.619,-9
"98356751",2017-08-27 08:53:27.625,-9
"98356761",2017-08-27 08:53:27.630,-7
"98356771",2017-08-27 08:53:27.634,-7
"98356781",2017-08-27 08:53:27.640,-9
"98356791",2017-08-27 08:53:27.644,-10
"98356801",2017-08-27 08:53:27.650,-9
"98356811",2017-08-27 08:53:27.654,-8
"98356821",2017-08-27 08:53:27.660,-8
"98356831",2017-08-27 08:53:27.664,-8
"98356841",2017-08-27 08:53:27.670,-10
"98356851",2017-08-27 08:53:27.674,-10
"98356861",2017-08-27 08:53:27.680,-8
"98356871",2017-08-27 08:53:27.684,-5
"98356881",2017-08-27 08:53:27.690,-5
"98356891",2017-08-27 08:53:27.694,-6
"98356901",2017-08-27 08:53:27.700,-8
"98356911",2017-08-27 08:53:27.704,-10
"98356921",2017-08-27 08:53:27.710,-8
"98356931",2017-08-27 08:53:27.714,-5
"98356941",2017-08-27 08:53:27.720,-5
"98356951",2017-08-27 08:53:27.724,-7
"98356961",2017-08-27 08:53:27.730,-6
"98356971",2017-08-27 08:53:27.734,-5
"98356981",2017-08-27 08:53:27.740,-5
"98356991",2017-08-27 08:53:27.744,-6
"98357001",2017-08-27 08:53:27.750,-7
"98357011",2017-08-27 08:53:27.755,-7
"98357021",2017-08-27 08:53:27.759,-7
"98357031",2017-08-27 08:53:27.765,-5
"98357041",2017-08-27 08:53:27.769,-4
"98357051",2017-08-27 08:53:27.775,-4
"98357061",2017-08-27 08:53:27.779,-6
"98357071",2017-08-27 08:53:27.785,-7
"98357081",2017-08-27 08:53:27.789,-6
"98357091",2017-08-27 08:53:27.795,-4
"98357101",2017-08-27 08:53:27.799,-4
"98357111",2017-08-27 08:53:27.805,-4
"98357121",2017-08-27 08:53:27.809,-4
"98357131",2017-08-27 08:53:27.815,-5
"98357141",2017-08-27 08:53:27.819,-4
"98357151",2017-08-27 08:53:27.825,-3
"98357161",2017-08-27 08:53:27.829,-3
"98357171",2017-08-27 08:53:27.835,-5
"98357181",2017-08-27 08:53:27.839,-5
"98357191",2017-08-27 08:53:27.845,-5
"98357201",2017-08-27 08:53:27.849,-5
"98357211",2017-08-27 08:53:27.855,-5
"98357221",2017-08-27 08:53:27.859,-4
"98357231",2017-08-27 08:53:27.865,-4
"98357241",2017-08-27 08:53:27.869,-4
"98357251",2017-08-27 08:53:27.875,-4
"98357261",2017-08-27 08:53:27.880,-5
"98357271",2017-08-27 08:53:27.884,-4
"98357281",2017-08-27 08:53:27.890,-1
"98357291",2017-08-27 08:53:27.894,-1
"98357301",2017-08-27 08:53:27.900,-4
"98357311",2017-08-27 08:53:27.904,-5
"98357321",2017-08-27 08:53:27.910,-4
"98357331",2017-08-27 08:53:27.914,-2
"98357341",2017-08-27 08:53:27.920,0
"98357351",2017-08-27 08:53:27.924,1
"98357361",2017-08-27 08:53:27.930,1
"98357371",2017-08-27 08:53:27.934,0
"98357381",2017-08-27 08:53:27.940,1
"98357391",2017-08-27 08:53:27.944,1
"98357401",2017-08-27 08:53:27.950,2
"98357411",2017-08-27 08:53:27.954,5
"98357421",2017-08-27 08:53:27.960,6
"98357431",2017-08-27 08:53:27.964,5
"98357441",2017-08-27 08:53:27.970,4
"98357451",2017-08-27 08:53:27.974,1
"98357461",2017-08-27 08:53:27.980,-2
"98357471",2017-08-27 08:53:27.984,-4
"98357481",2017-08-27 08:53:27.990,-4
"98357491",2017-08-27 08:53:27.994,-5
"98357501",2017-08-27 08:53:28.000,-6
"98357511",2017-08-27 08:53:28.005,-5
"98357521",2017-08-27 08:53:28.009,-4
"98357531",2017-08-27 08:53:28.015,-4
"98357541",2017-08-27 08:53:28.019,-3
"98357551",2017-08-27 08:53:28.025,0
"98357561",2017-08-27 08:53:28.029,13
"98357571",2017-08-27 08:53:28.035,43
"98357581",2017-08-27 08:53:28.039,81
"98357591",2017-08-27 08:53:28.045,100
"98357601",2017-08-27 08:53:28.049,79
"98357611",2017-08-27 08:53:28.055,30
"98357621",2017-08-27 08:53:28.059,-7
"98357631",2017-08-27 08:53:28.065,-12
"98357641",2017-08-27 08:53:28.069,0
"98357651",2017-08-27 08:53:28.075,9
"98357661",2017-08-27 08:53:28.079,14
"98357671",2017-08-27 08:53:28.085,15
"98357681",2017-08-27 08:53:28.089,12
"98357691",2017-08-27 08:53:28.095,10
"98357701",2017-08-27 08:53:28.099,10
"98357711",2017-08-27 08:53:28.105,9
"98357721",2017-08-27 08:53:28.109,7
"98357731",2017-08-27 08:53:28.115,5
"98357741",2017-08-27 08:53:28.119,6
"98357751",2017-08-27 08:53:28.125,5
"98357761",2017-08-27 08:53:28.130,5
"98357771",2017-08-27 08:53:28.134,6
"98357781",2017-08-27 08:53:28.140,6
"98357791",2017-08-27 08:53:28.144,6
"98357801",2017-08-27 08:53:28.150,6
"98357811",2017-08-27 08:53:28.154,8
"98357821",2017-08-27 08:53:28.160,9
"98357831",2017-08-27 08:53:28.164,8
"98357841",2017-08-27 08:53:28.170,7
"98357851",2017-08-27 08:53:28.174,8
"98357861",2017-08-27 08:53:28.180,10
"98357871",2017-08-27 08:53:28.184,11
"98357881",2017-08-27 08:53:28.190,12
"98357891",2017-08-27 08:53:28.194,14
"98357901",2017-08-27 08:53:28.200,14
"98357911",2017-08-27 08:53:28.204,13
"98357921",2017-08-27 08:53:28.210,13
"98357931",2017-08-27 08:53:28.214,15
"98357941",2017-08-27 08:53:28.220,17
"98357951",2017-08-27 08:53:28.224,18
"98357961",2017-08-27 08:53:28.230,20
"98357971",2017-08-27 08:53:28.234,23
"98357981",2017-08-27 08:53:28.240,25
"98357991",2017-08-27 08:53:28.244,24
"98358001",2017-08-27 08:53:28.250,25
"98358011",2017-08-27 08:53:28.255,29
"98358021",2017-08-27 08:53:28.259,34
"98358031",2017-08-27 08:53:28.265,34
"98358041",2017-08-27 08:53:28.269,34
"98358051",2017-08-27 08:53:28.275,36
"98358061",2017-08-27 08:53:28.279,39
"98358071",2017-08-27 08:53:28.285,39
"98358081",2017-08-27 08:53:28.289,39
"98358091",2017-08-27 08:53:28.295,38
"98358101",2017-08-27 08:53:28.299,37
"98358111",2017-08-27 08:53:28.305,35
"98358121",2017-08-27 08:53:28.309,31
"98358131",2017-08-27 08:53:28.315,26
"98358141",2017-08-27 08:53:28.319,21
"98358151",2017-08-27 08:53:28.325,18
"98358161",2017-08-27 08:53:28.329,15
"98358171",2017-08-27 08:53:28.335,8
"98358181",2017-08-27 08:53:28.339,0
"98358191",2017-08-27 08:53:28.345,-3
"98358201",2017-08-27 08:53:28.349,-4
"98358211",2017-08-27 08:53:28.355,-7
"98358221",2017-08-27 08:53:28.359,-11
"98358231",2017-08-27 08:53:28.365,-14
"98358241",2017-08-27 08:53:28.369,-16
"98358251",2017-08-27 08:53:28.375,-17
"98358261",2017-08-27 08:53:28.380,-18
"98358271",2017-08-27 08:53:28.384,-17
"98358281",2017-08-27 08:53:28.390,-17
"98358291",2017-08-27 08:53:28.394,-15
"98358301",2017-08-27 08:53:28.400,-14
"98358311",2017-08-27 08:53:28.404,-16
"98358321",2017-08-27 08:53:28.410,-17
"98358331",2017-08-27 08:53:28.414,-17
"98358341",2017-08-27 08:53:28.420,-16
"98358351",2017-08-27 08:53:28.424,-14
"98358361",2017-08-27 08:53:28.430,-13
"98358371",2017-08-27 08:53:28.434,-14
"98358381",2017-08-27 08:53:28.440,-16
"98358391",2017-08-27 08:53:28.444,-16
"98358401",2017-08-27 08:53:28.450,-13
"98358411",2017-08-27 08:53:28.454,-13
"98358421",2017-08-27 08:53:28.460,-13
"98358431",2017-08-27 08:53:28.464,-11
"98358441",2017-08-27 08:53:28.470,-11
"98358451",2017-08-27 08:53:28.474,-11
"98358461",2017-08-27 08:53:28.480,-11
"98358471",2017-08-27 08:53:28.484,-13
"98358481",2017-08-27 08:53:28.490,-12
"98358491",2017-08-27 08:53:28.494,-10
"98358501",2017-08-27 08:53:28.500,-9
"98358511",2017-08-27 08:53:28.505,-9
"98358521",2017-08-27 08:53:28.509,-11
"98358531",2017-08-27 08:53:28.515,-11
"98358541",2017-08-27 08:53:28.519,-9
"98358551",2017-08-27 08:53:28.525,-11
"98358561",2017-08-27 08:53:28.529,-12
"98358571",2017-08-27 08:53:28.535,-10
"98358581",2017-08-27 08:53:28.539,-10
"98358591",2017-08-27 08:53:28.545,-10
"98358601",2017-08-27 08:53:28.549,-11
"98358611",2017-08-27 08:53:28.555,-10
"98358621",2017-08-27 08:53:28.559,-8
"98358631",2017-08-27 08:53:28.565,-9
"98358641",2017-08-27 08:53:28.569,-10
"98358651",2017-08-27 08:53:28.575,-10
"98358661",2017-08-27 08:53:28.579,-10
"98358671",2017-08-27 08:53:28.585,-12
"98358681",2017-08-27 08:53:28.589,-11
"98358691",2017-08-27 08:53:28.595,-9
"98358701",2017-08-27 08:53:28.599,-10
"98358711",2017-08-27 08:53:28.605,-10
"98358721",2017-08-27 08:53:28.609,-10
"98358731",2017-08-27 08:53:28.615,-11
"98358741",2017-08-27 08:53:28.619,-12
"98358751",2017-08-27 08:53:28.625,-10
"98358761",2017-08-27 08:53:28.630,-10
"98358771",2017-08-27 08:53:28.634,-11
"98358781",2017-08-27 08:53:28.640,-12
"98358791",2017-08-27 08:53:28.644,-10
"98358801",2017-08-27 08:53:28.650,-9
"98358811",2017-08-27 08:53:28.654,-10
"98358821",2017-08-27 08:53:28.660,-10
"98358831",2017-08-27 08:53:28.664,-9
"98358841",2017-08-27 08:53:28.670,-9
"98358851",2017-08-27 08:53:28.674,-10
"98358861",2017-08-27 08:53:28.680,-13
"98358871",2017-08-27 08:53:28.684,-14
"98358881",2017-08-27 08:53:28.690,-12
"98358891",2017-08-27 08:53:28.694,-9
"98358901",2017-08-27 08:53:28.700,-8
"98358911",2017-08-27 08:53:28.704,-9
"98358921",2017-08-27 08:53:28.710,-10
"98358931",2017-08-27 08:53:28.714,-9
"98358941",2017-08-27 08:53:28.720,-10
"98358951",2017-08-27 08:53:28.724,-11
"98358961",2017-08-27 08:53:28.730,-10
"98358971",2017-08-27 08:53:28.734,-8
"98358981",2017-08-27 08:53:28.740,-8
"98358991",2017-08-27 08:53:28.744,-9
"98359001",2017-08-27 08:53:28.750,-9
"98359011",2017-08-27 08:53:28.755,-9
"98359021",2017-08-27 08:53:28.759,-9
"98359031",2017-08-27 08:53:28.765,-8
"98359041",2017-08-27 08:53:28.769,-7
"98359051",2017-08-27 08:53:28.775,-7
"98359061",2017-08-27 08:53:28.779,-8
"98359071",2017-08-27 08:53:28.785,-6
"98359081",2017-08-27 08:53:28.789,-6
"98359091",2017-08-27 08:53:28.795,-7
"98359101",2017-08-27 08:53:28.799,-8
"98359111",2017-08-27 08:53:28.805,-8
"98359121",2017-08-27 08:53:28.809,-8
"98359131",2017-08-27 08:53:28.815,-7
"98359141",2017-08-27 08:53:28.819,-8
"98359151",2017-08-27 08:53:28.825,-11
"98359161",2017-08-27 08:53:28.829,-11
"98359171",2017-08-27 08:53:28.835,-7
"98359181",2017-08-27 08:53:28.839,-6
"98359191",2017-08-27 08:53:28.845,-6
"98359201",2017-08-27 08:53:28.849,-5
"98359211",2017-08-27 08:53:28.855,-5
"98359221",2017-08-27 08:53:28.859,-7
"98359231",2017-08-27 08:53:28.865,-8
"98359241",2017-08-27 08:53:28.869,-8
"98359251",2017-08-27 08:53:28.875,-7
"98359261",2017-08-27 08:53:28.880,-6
"98359271",2017-08-27 08:53:28.884,-7
"98359281",2017-08-27 08:53:28.890,-8
"98359291",2017-08-27 08:53:28.894,-8
"98359301",2017-08-27 08:53:28.900,-6
"98359311",2017-08-27 08:53:28.904,-4
"98359321",2017-08-27 08:53:28.910,-5
"98359331",2017-08-27 08:53:28.914,-6
"98359341",2017-08-27 08:53:28.920,-6
"98359351",2017-08-27 08:53:28.924,-4
"98359361",2017-08-27 08:53:28.930,-3
"98359371",2017-08-27 08:53:28.934,-3
"98359381",2017-08-27 08:53:28.940,-3
"98359391",2017-08-27 08:53:28.944,-2
"98359401",2017-08-27 08:53:28.950,0
"98359411",2017-08-27 08:53:28.954,1
"98359421",2017-08-27 08:53:28.960,1
"98359431",2017-08-27 08:53:28.964,2
"98359441",2017-08-27 08:53:28.970,3
"98359451",2017-08-27 08:53:28.974,2
"98359461",2017-08-27 08:53:28.980,0
"98359471",2017-08-27 08:53:28.984,-3
"98359481",2017-08-27 08:53:28.990,-4
"98359491",2017-08-27 08:53:28.994,-4
"98359501",2017-08-27 08:53:29.000,-6
"98359511",2017-08-27 08:53:29.005,-8
"98359521",2017-08-27 08:53:29.009,-10
"98359531",2017-08-27 08:53:29.015,-9
"98359541",2017-08-27 08:53:29.019,-8
"98359551",2017-08-27 08:53:29.025,-7
"98359561",2017-08-27 08:53:29.029,-4
"98359571",2017-08-27 08:53:29.035,5
"98359581",2017-08-27 08:53:29.039,32
"98359591",2017-08-27 08:53:29.045,72
"98359601",2017-08-27 08:53:29.049,94
"98359611",2017-08-27 08:53:29.055,77
"98359621",2017-08-27 08:53:29.059,33
"98359631",2017-08-27 08:53:29.065,-1
"98359641",2017-08-27 08:53:29.069,-8
"98359651",2017-08-27 08:53:29.075,0
"98359661",2017-08-27 08:53:29.079,10
"98359671",2017-08-27 08:53:29.085,11
"98359681",2017-08-27 08:53:29.089,8
"98359691",2017-08-27 08:53:29.095,7
"98359701",2017-08-27 08:53:29.099,7
"98359711",2017-08-27 08:53:29.105,4
"98359721",2017-08-27 08:53:29.109,4
"98359731",2017-08-27 08:53:29.115,5
"98359741",2017-08-27 08:53:29.119,4
"98359751",2017-08-27 08:53:29.125,4
"98359761",2017-08-27 08:53:29.130,3
"98359771",2017-08-27 08:53:29.134,2
"98359781",2017-08-27 08:53:29.140,3
"98359791",2017-08-27 08:53:29.144,4
"98359801",2017-08-27 08:53:29.150,5
"98359811",2017-08-27 08:53:29.154,5
"98359821",2017-08-27 08:53:29.160,5
"98359831",2017-08-27 08:53:29.164,5
"98359841",2017-08-27 08:53:29.170,6
"98359851",2017-08-27 08:53:29.174,6
"98359861",2017-08-27 08:53:29.180,6
"98359871",2017-08-27 08:53:29.184,8
"98359881",2017-08-27 08:53:29.190,10
"98359891",2017-08-27 08:53:29.194,9
"98359901",2017-08-27 08:53:29.200,10
"98359911",2017-08-27 08:53:29.204,12
"98359921",2017-08-27 08:53:29.210,13
"98359931",2017-08-27 08:53:29.214,13
"98359941",2017-08-27 08:53:29.220,15
"98359951",2017-08-27 08:53:29.224,16
"98359961",2017-08-27 08:53:29.230,16
"98359971",2017-08-27 08:53:29.234,18
"98359981",2017-08-27 08:53:29.240,21
"98359991",2017-08-27 08:53:29.244,23
"98360001",2017-08-27 08:53:29.250,24
"98360011",2017-08-27 08:53:29.255,25
"98360021",2017-08-27 08:53:29.259,29
"98360031",2017-08-27 08:53:29.265,30
"98360041",2017-08-27 08:53:29.269,29
"98360051",2017-08-27 08:53:29.275,29
"98360061",2017-08-27 08:53:29.279,32
"98360071",2017-08-27 08:53:29.285,36
